celltype	microenvironment
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_ven_smc_pc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_cap_pc	Muscle
Muscle_ven_smc_pc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_ven_smc_pc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_ven_smc_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_art_smc	Muscle
Muscle_ven_smc_pc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_cap_pc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_art_smc	Muscle
Muscle_ven_smc_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_art_smc	Muscle
Muscle_cap_pc	Muscle
Muscle_art_smc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_art_smc	Muscle
Muscle_cap_pc	Muscle
Muscle_ven_smc_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_ven_smc_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_art_smc	Muscle
Muscle_cap_pc	Muscle
Muscle_art_smc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_art_smc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_art_smc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_art_smc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_ven_smc_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_ven_smc_pc	Muscle
Muscle_cap_pc	Muscle
Muscle_cap_pc	Muscle
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_ven_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc	Heart
Heart_ven_smc	Heart
Heart_ven_smc	Heart
Heart_ven_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_ven_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_ven_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_ven_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_ven_smc_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_ven_smc_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_ven_smc_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_art_smc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Heart_cap_pc	Heart
Oesophagus_ven_smc_pc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_ven_smc_pc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_ven_smc_pc	Oesophagus
Oesophagus_ven_smc_pc	Oesophagus
Oesophagus_ven_smc_pc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_ven_smc_pc	Oesophagus
Oesophagus_ven_smc_pc	Oesophagus
Oesophagus_ven_smc_pc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_ven_smc_pc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_ven_smc_pc	Oesophagus
Oesophagus_ven_smc_pc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_ven_smc_pc	Oesophagus
Oesophagus_ven_smc_pc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_ven_smc_pc	Oesophagus
Oesophagus_art_smc	Oesophagus
Oesophagus_art_smc	Oesophagus
